Target,Race,Gender,Age,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Attractive,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Luminance_median,Nose_Width,Nose_Length,Lip_Thickness,Face_Length,R_Eye_H,L_Eye_H,Avg_Eye_Height,R_Eye_W,L_Eye_W,Avg_Eye_Width,Face_Width_Cheeks,Face_Width_Mouth,Forehead,Pupil_Top_R,Pupil_Top_L,Asymmetry_pupil_top,Pupil_Lip_R,Pupil_Lip_L,Asymmetry_pupil_lip,BottomLip_Chin,Midcheek_Chin_R,Midcheek_Chin_L,Cheeks_avg,Midbrow_Hairline_R,Midbrow_Hairline_L,Faceshape,Heartshapeness,Noseshape,LipFullness,EyeShape,EyeSize,UpperHeadLength,MidfaceLength,ChinLength,ForeheadHeight,CheekboneHeight,CheekboneProminence,FaceRoundness,fWHR
LF-207,L,F,26.10714286,28,0.964285714,0.035714286,0,0.035714286,0.392857143,0.25,0.321428571,0,1.392857143,1.964285714,2.928571429,2.321428571,1.785714286,2.555555556,4.321428571,2.392857143,1.785714286,2.545454545,2,.,1.37037037,2.178571429,3.535714286,2.25,139.5,221.5,277,97,1205.5,62.5,63,62.75,171,167.5,169.25,642,508.5,516.5,470.5,473,2.5,372.5,376,3.5,211.5,430,429,429.5,414.5,429,0.532559104,1.262536873,0.799638989,0.080464538,0.370753323,0.05205309,0.428452924,0.310452095,0.175445873,0.349854832,0.3562837,133.5,0.421816674,1.838732566
LF-208,L,F,24.64285714,28,1,0,0.035714286,0,0.607142857,0.035714286,0.107142857,0.214285714,2.178571429,2.178571429,3.571428571,1.928571429,2.357142857,2.178571429,4.714285714,2.25,1.75,2.777777778,2.214285714,.,1.464285714,1.964285714,3.444444444,2.357142857,157,215.5,270,117,1126,57.5,56,56.75,170,167.5,168.75,530,469.5,426.5,469.5,486,16.5,350.5,344.5,6,177.5,415,419.5,417.25,356.5,378,0.470692718,1.12886049,0.798148148,0.103907638,0.336296296,0.050399645,0.378774423,0.308614565,0.157637655,0.326154529,0.370559503,60.5,0.4169627,1.881241139
LF-209,L,F,21.73076923,26,1,0,0,0,0.923076923,0.076923077,0,0,1.730769231,1.653846154,4.346153846,3.884615385,1.692307692,1.615384615,5,3,2.038461538,3.488888889,1.923076923,.,1.461538462,1.538461538,3.76,2.230769231,157,224.5,254.5,86,1079.5,50,59,54.5,161.5,163,162.25,644,523.5,408,403,415.5,12.5,352,344.5,7.5,212,422,415.5,418.75,242,255,0.596572487,1.230181471,0.882121807,0.079666512,0.335901387,0.050486336,0.377952756,0.322603057,0.196387216,0.230199166,0.38791107,120.5,0.484946735,1.836995338
LF-210,L,F,24.80769231,26,1,0,0.038461538,0,0.423076923,0.076923077,0,0.461538462,1.923076923,2.615384615,3.307692308,2.076923077,2.423076923,2.769230769,4.653846154,2,2.076923077,2.155555556,2.769230769,.,1.615384615,2.423076923,3.423076923,2.192307692,177.5,229.5,268.5,121,1117.5,54,57,55.5,161,161.5,161.25,661,533.5,409,406,411,5,366.5,366,0.5,207,440,449.5,444.75,272.5,321,0.591498881,1.238987816,0.854748603,0.108277405,0.344186047,0.04966443,0.365995526,0.327740492,0.185234899,0.265548098,0.397986577,127.5,0.477404922,1.89939118
LF-211,L,F,22.15384615,26,0.961538462,0.038461538,0.076923077,0,0.230769231,0.192307692,0,0.5,2.2,2.923076923,3.538461538,3.615384615,2.64,2.461538462,4.346153846,2.08,2,2.177777778,3.36,.,1.4,2.038461538,3.307692308,2.461538462,166.5,240,209.5,144.5,1089,65.5,60.5,63,169,163.5,166.25,641.5,490,430,438.5,435.5,3,347,338,9,163,424,419,421.5,338.5,341.5,0.589072544,1.309183673,1.145584726,0.132690542,0.378947368,0.05785124,0.394857668,0.314508724,0.149678604,0.312213039,0.387052342,151.5,0.449954086,1.956174699
LF-212,L,F,26.66666667,27,1,0,0.111111111,0,0.814814815,0.037037037,0.037037037,0,1.703703704,2.740740741,3.777777778,1.851851852,1.730769231,2.703703704,5.037037037,1.925925926,1.307692308,3.477272727,2.185185185,.,1.5,1.888888889,3.518518519,1.592592593,162,224,255,106,1145,64,63,63.5,177.5,179.5,178.5,653.5,531.5,381,438.5,438.5,0,373.5,369.5,4,226,441.5,447.5,444.5,294,289.5,0.570742358,1.22953904,0.878431373,0.092576419,0.355742297,0.055458515,0.332751092,0.324454148,0.197379913,0.254803493,0.388209607,122,0.46419214,1.780465305
LF-213,L,F,25.8,25,1,0,0.04,0,0.56,0.16,0.12,0.12,2.84,2.52,3.36,2.68,2.583333333,2.25,4.36,2.36,2.125,3.136363636,3.24,.,1.84,2.2,3.76,2.52,153.5,215,282.5,121,1146,66.5,67,66.75,172,172.5,172.25,627.5,504,437.5,447,445.5,1.5,398,397,1,181,440.5,442.5,441.5,339.5,344.5,0.547556719,1.245039683,0.761061947,0.105584642,0.387518142,0.058246073,0.381762653,0.346858639,0.157940663,0.298429319,0.385253054,123.5,0.439790576,1.68465812
LF-214,L,F,29.375,24,1,0,0,0,1,0,0,0,1.47826087,2.833333333,3.666666667,1.708333333,2.291666667,3.083333333,4.791666667,1.869565217,1.791666667,4.088888889,1.826086957,.,1.458333333,2.208333333,3.458333333,1.625,143.5,235,253.5,127,1175.5,50.5,50.5,50.5,145,148.5,146.75,638.5,501,412,448,457.5,9.5,370.5,358.5,12,221,450.5,462.5,456.5,309,303.5,0.543173118,1.274451098,0.927021696,0.108039132,0.344122658,0.042960442,0.350489154,0.310080817,0.188005104,0.260527435,0.388345385,137.5,0.426201616,1.830239818
LF-215,L,F,24.56666667,30,1,0,0,0.033333333,0.8,0.133333333,0,0.033333333,2.033333333,3,2.966666667,2.666666667,2.166666667,3.344827586,3.866666667,2.133333333,2.033333333,3.688888889,2.333333333,.,1.466666667,3,2.933333333,2.366666667,135.5,218,233,123.5,1100.5,47.5,49.5,48.5,150.5,159,154.75,630,489,350,426,419,7,327,327,0,223.5,438,433,435.5,289,292,0.57246706,1.288343558,0.935622318,0.112221717,0.313408724,0.044070877,0.318037256,0.297137665,0.203089505,0.263970922,0.395729214,141,0.44434348,1.95538329
LF-216,L,F,24.72,25,1,0,0.04,0,0.68,0.12,0,0.16,1.88,2.68,2.52,2.6,2.541666667,3.04,3.8,1.76,2.12,3.333333333,2.56,.,1.458333333,2.4,3.04,1.76,161,214.5,195,110,1024.5,46.5,50,48.25,147.5,150,148.75,609,495.5,417,414.5,419,4.5,306,310,4,201,389.5,395,392.25,317.5,326,0.59443631,1.229061554,1.1,0.107369449,0.324369748,0.047096144,0.407027818,0.300634456,0.196193265,0.314055637,0.382869693,113.5,0.483650561,2.186404218
LF-217,L,F,26.76666667,30,1,0,0,0,0.7,0.166666667,0,0.133333333,1.448275862,2.172413793,3.633333333,2.8,1.9,2.7,4.566666667,3.066666667,1.9,3.090909091,2.166666667,.,1.6,1.827586207,3.642857143,1.9,158,217,237.5,114,1158.5,48.5,49.5,49,156,154,155,603,497,470.5,465.5,482,16.5,360,364,4,224,447,449,448,362,378,0.520500647,1.213279678,0.913684211,0.098403107,0.316129032,0.042296073,0.406128615,0.312473025,0.193353474,0.319378507,0.386706949,106,0.429003021,1.896666667
LF-218,L,F,25.9,30,1,0,0.033333333,0,0.466666667,0.233333333,0,0.266666667,1.733333333,4,2.75862069,1.517241379,2.866666667,3.233333333,3.033333333,1.5,2.233333333,2.666666667,2.433333333,.,1.3,2.8,2.666666667,2.366666667,167,249,275,125,1147.5,63.5,65.5,64.5,172.5,169.5,171,634,508.5,432.5,419.5,431,11.5,394,385,9,189.5,443.5,443,443.25,278.5,340,0.552505447,1.246804326,0.905454545,0.108932462,0.377192982,0.05620915,0.376906318,0.339433551,0.165141612,0.269498911,0.38627451,125.5,0.443137255,1.772409219
LF-219,L,F,24.96153846,26,0.961538462,0.038461538,0.346153846,0,0.423076923,0.192307692,0,0.038461538,1.846153846,2.115384615,3.653846154,2.576923077,2.230769231,2.807692308,4.423076923,1.884615385,1.961538462,3.022222222,2.461538462,.,1.730769231,2.076923077,3.28,2.230769231,161.5,235,232,151.5,1125.5,56,56,56,171.5,171,171.25,644.5,512.5,447,459.5,454,5.5,334.5,337,2.5,205,430.5,439.5,435,322.5,335.5,0.572634385,1.257560976,1.012931034,0.134606841,0.327007299,0.049755664,0.397156819,0.298311861,0.182141271,0.292314527,0.386494891,132,0.455353176,1.955585106
LF-220,L,F,22.16,25,1,0,0.04,0,0.84,0.04,0,0.08,1.72,1.652173913,2,2.72,1.72,2.12,3.76,2.68,2,3.266666667,1.92,.,1.64,1.56,3.92,2.25,151.5,215.5,175.5,109,993.5,46.5,48,47.25,139.5,142.5,141,623,525.5,378,372,387.5,15.5,295.5,293.5,2,203.5,394,392,393,262,294,0.627075994,1.185537583,1.227920228,0.109713135,0.335106383,0.047559134,0.380473075,0.296426774,0.204831404,0.279818822,0.395571213,97.5,0.528938098,2.226432562
LF-221,L,F,25.80769231,26,1,0,0,0,0.846153846,0.076923077,0.038461538,0.038461538,2.384615385,2.076923077,2.692307692,2.153846154,1.769230769,2,3.692307692,1.72,2.32,3.444444444,2.5,.,1.461538462,1.48,3.307692308,1.961538462,157.5,215.5,250.5,129,1108,55.5,57,56.25,165.5,162,163.75,644.5,523,368,414,420.5,6.5,358.5,362,3.5,196,439.5,428,433.75,278,301,0.5816787,1.232313576,0.860279441,0.116425993,0.34351145,0.050767148,0.332129964,0.325135379,0.176895307,0.261281588,0.391471119,121.5,0.472021661,1.825448036
LF-222,L,F,27.53846154,26,1,0,0.038461538,0,0.615384615,0.192307692,0,0.153846154,1.653846154,2.384615385,3.653846154,2.038461538,2.038461538,3,4.64,1.846153846,1.807692308,2.8,2.461538462,.,1.538461538,1.961538462,3,1.730769231,153.5,216.5,264,122,1122.5,63,63.5,63.25,166.5,173,169.75,611.5,497.5,412,402.5,416.5,14,381.5,376,5.5,211,462.5,443.5,453,297.5,305,0.544766147,1.229145729,0.820075758,0.108685969,0.372606775,0.056347439,0.367037862,0.337416481,0.187973274,0.268374165,0.403563474,114,0.443207127,1.769401812
LF-223,L,F,28.19230769,26,1,0,0.230769231,0,0.461538462,0.230769231,0,0.076923077,1.615384615,1.56,3.346153846,2.076923077,1.8,2.076923077,4.038461538,2.115384615,1.730769231,2.622222222,2.384615385,.,1.423076923,1.48,3.28,1.923076923,165,229.5,249,103,1100,54.5,52.5,53.5,163.5,162,162.75,613,497.5,426.5,423.5,432,8.5,363,357,6,207,431,422,426.5,268,311,0.557272727,1.232160804,0.921686747,0.093636364,0.328725038,0.048636364,0.387727273,0.327272727,0.188181818,0.263181818,0.387727273,115.5,0.452272727,1.715929159
LF-224,L,F,32.26086957,23,1,0,0.086956522,0,0.52173913,0.217391304,0,0.173913043,1.782608696,2.565217391,3.913043478,1.956521739,2.391304348,2.818181818,4.772727273,2.304347826,2.043478261,2.644444444,2.086956522,.,1.956521739,2.173913043,3.434782609,1.565217391,152,205.5,252,105,1139,58.5,69.5,64,170,165,167.5,625.5,483,461.5,458,461,3,355.5,360.5,5,200,431,426.5,428.75,360,369,0.549165935,1.295031056,0.81547619,0.092186128,0.382089552,0.05618964,0.405179982,0.314310799,0.175592625,0.320017559,0.37642669,142.5,0.42405619,1.992518703
LF-225,L,F,24.70833333,24,1,0,0,0,0.458333333,0.291666667,0,0.25,1.958333333,2.652173913,3.958333333,2.333333333,2,2.791666667,4.916666667,2.25,1.541666667,2.577777778,2.833333333,.,1.458333333,2.666666667,3.125,1.958333333,158,232,256.5,133.5,1165.5,59.5,62.5,61,156,160,158,614.5,459,503,503.5,516,12.5,368.5,363,5.5,147.5,395.5,403,399.25,395,415.5,0.527241527,1.338779956,0.904483431,0.114543115,0.386075949,0.052338052,0.431574432,0.313813814,0.126555127,0.347704848,0.342556843,155.5,0.393822394,1.867159164
LF-226,L,F,25.38461538,26,1,0,0.038461538,0,0.769230769,0.076923077,0.038461538,0.076923077,1.615384615,3.230769231,3.5,1.961538462,1.923076923,3.04,4.307692308,1.615384615,1.56,2.840909091,2,.,1.538461538,2.384615385,2.807692308,1.846153846,147.5,237.5,247,129.5,1198.5,71,72.5,71.75,177.5,178,177.75,636.5,502.5,504.5,501.5,511.5,10,361.5,368,6.5,194,434,442,438,386,392,0.531080517,1.266666667,0.961538462,0.108051731,0.403656821,0.0598665,0.420942845,0.304338757,0.161869003,0.324572382,0.365456821,134,0.419274093,1.836853448
LF-227,L,F,21.44444444,27,1,0,0.037037037,0,0.555555556,0.296296296,0.074074074,0.037037037,1.666666667,2,2.923076923,2.592592593,1.925925926,2.333333333,4.296296296,2.37037037,1.961538462,2.466666667,2.111111111,.,1.481481481,1.666666667,3.192307692,2.074074074,165.5,218.5,239.5,108,1085,48,49.5,48.75,140.5,142,141.25,636,505.5,437,434,431.5,2.5,348,346,2,196.5,411.5,415,413.25,345,337.5,0.586175115,1.258160237,0.912317328,0.099539171,0.345132743,0.044930876,0.402764977,0.319815668,0.181105991,0.314516129,0.380875576,130.5,0.465898618,1.966255137
LF-228,L,F,24.5862069,29,1,0,0.24137931,0,0.448275862,0.275862069,0.034482759,0,1.862068966,1.785714286,2.965517241,2.24137931,1.896551724,1.724137931,3.793103448,2.310344828,1.689655172,2.772727273,2.137931034,.,1.392857143,1.448275862,3.103448276,1.892857143,150.5,207.5,248,111.5,1139,54.5,58,56.25,145.5,147,146.25,633,465.5,388,433.5,430.5,3,349.5,354.5,5,208.5,452.5,447.5,450,272.5,277,0.555750658,1.359828142,0.836693548,0.097892888,0.384615385,0.049385426,0.340649693,0.30904302,0.183055312,0.241220369,0.395083406,167.5,0.408691835,1.786272205
LF-229,L,F,25.86956522,23,0.913043478,0.086956522,0,0,0.434782609,0.304347826,0,0.260869565,1.608695652,2.043478261,3.739130435,2.260869565,1.782608696,2.391304348,4.347826087,2.826086957,1.739130435,2.888888889,2.173913043,.,1.608695652,1.608695652,3.772727273,1.454545455,160.5,229,261,123.5,1189,55,55.5,55.25,170.5,162,166.25,654,492.5,385,437.5,448,10.5,384,375,9,236,499,491,495,270,289.5,0.550042052,1.327918782,0.877394636,0.103868797,0.332330827,0.04646762,0.323801514,0.319175778,0.198486123,0.235281749,0.416316232,161.5,0.414213625,1.787638948
LF-230,L,F,24.7037037,27,1,0,0.037037037,0,0.037037037,0.037037037,0,0.888888889,1.814814815,1.62962963,3.807692308,3.037037037,1.461538462,1.62962963,4.851851852,4.111111111,1.703703704,1.377777778,1.807692308,.,1.962962963,1.962962963,3.730769231,2.148148148,167.5,199,223.5,134,1061.5,53,49,51,155,147.5,151.25,631,542,410,414.5,413.5,1,331.5,335.5,4,182.5,417.5,442.5,430,327.5,317,0.594441828,1.164206642,0.890380313,0.126236458,0.337190083,0.048045219,0.386245878,0.31417805,0.171926519,0.30357984,0.405087141,89,0.51059821,2.026508085
LF-231,L,F,30.34615385,26,1,0,0.076923077,0,0.769230769,0.115384615,0.038461538,0,1.88,2.307692308,2.807692308,1.846153846,2.153846154,2.76,4.038461538,2.5,2.076923077,3.844444444,2.6,.,2,2.230769231,3.16,2.5,151.5,221.5,256.5,117.5,1105,60.5,61.5,61,158,156,157,623,461,386.5,401.5,398,3.5,388.5,386.5,2,202.5,454,466.5,460.25,296.5,283,0.563800905,1.351409978,0.863547758,0.106334842,0.388535032,0.05520362,0.349773756,0.350678733,0.183257919,0.262217195,0.416515837,162,0.41719457,1.747525725
LF-232,L,F,25.23076923,26,1,0,0.538461538,0,0.307692308,0.076923077,0.076923077,0,1.5,1.538461538,3.730769231,2.615384615,1.5,2.08,4.615384615,3.346153846,1.653846154,2.822222222,1.653846154,.,1.384615385,1.5,3.807692308,2.192307692,161.5,240.5,244,108,1107,52.5,50.5,51.5,135,139.5,137.25,599,472,422,412.5,430,17.5,376,368.5,7.5,176.5,441,437,439,318,271.5,0.541102078,1.269067797,0.985655738,0.097560976,0.375227687,0.046522132,0.381210479,0.336269196,0.159439928,0.266260163,0.396567299,127,0.426377597,1.805018582
LF-233,L,F,47.92,25,1,0,0,0,0.16,0,0,0.84,1.88,2.12,2.72,1.64,2.16,2.24,4.6,2.64,1.68,1.755555556,2.44,.,1.84,1.6,3.4,1.92,173.5,230.5,287.5,75,1165.5,47.5,50,48.75,146,147,146.5,630,548,437,433.5,436.5,3,412.5,406,6.5,223.5,469,457,463,313.5,326,0.540540541,1.149635036,0.80173913,0.064350064,0.332764505,0.041827542,0.374946375,0.351136851,0.191763192,0.274345774,0.397254397,82,0.47018447,1.716318298
LF-234,L,F,26.11538462,26,0.961538462,0.038461538,0.423076923,0,0.5,0.076923077,0,0,2.192307692,2.5,2.88,2.076923077,2.04,2,4.2,1.64,2.076923077,2.422222222,3.038461538,.,1.346153846,1.84,3.423076923,2.576923077,161.5,200,257,127,1147.5,52,54,53,140,142,141,545,446.5,426,440,446,6,377.5,377.5,0,183.5,451,443.5,447.25,334,297.5,0.474945534,1.220604703,0.778210117,0.110675381,0.375886525,0.046187364,0.37124183,0.328976035,0.159912854,0.275163399,0.389760349,98.5,0.389106754,1.757325147
LF-235,L,F,24.73076923,26,1,0,0.115384615,0,0.538461538,0.307692308,0,0.038461538,1.846153846,2.038461538,4.269230769,2.076923077,2.423076923,2.2,5.461538462,1.923076923,1.192307692,3.133333333,2.692307692,.,1.166666667,1.461538462,3.615384615,1.615384615,166.5,193,227.5,112.5,1080.5,52.5,52,52.25,166.5,162.5,164.5,545.5,442,453,447.5,452,4.5,330,336.5,6.5,173,398,404.5,401.25,333.5,329,0.504858862,1.234162896,0.848351648,0.104118464,0.317629179,0.048357242,0.419250347,0.308422027,0.16011106,0.306571032,0.371355854,103.5,0.409069875,1.952102804
LF-236,L,F,24.32,25,1,0,0.08,0,0.32,0.52,0.08,0,1.64,1.88,2.72,2.782608696,1.8,2.916666667,3.48,2.48,2.44,2.933333333,2.52,.,1.48,2,3.8,2.16,155,219,229.5,94,1113.5,50.5,50,50.25,153,144.5,148.75,631,461,471.5,415.5,482.5,67,350,358,8,193,422,411,416.5,334.5,397.5,0.566681634,1.368763557,0.954248366,0.0844185,0.337815126,0.045127975,0.423439605,0.31791648,0.173327346,0.328693309,0.374045802,170,0.414009879,1.959227227
LF-237,L,F,30.28571429,28,1,0,0,0,0.357142857,0.142857143,0,0.5,1.535714286,2.333333333,3.076923077,1.714285714,1.592592593,3.071428571,4.428571429,2.25,2.392857143,2.244444444,2.178571429,.,1.392857143,1.892857143,3.464285714,1.814814815,165,216,227,107.5,1157,53,54.5,53.75,150.5,158,154.25,624.5,459.5,451,443.5,436,7.5,339.5,340.5,1,224,444.5,445.5,445,346,290.5,0.539757995,1.359085963,0.95154185,0.092912705,0.348460292,0.046456353,0.38980121,0.29386344,0.193604149,0.275064823,0.384615385,165,0.397147796,1.99762263
LF-238,L,F,42.33333333,30,1,0,0,0,0.733333333,0,0,0.266666667,1.933333333,1.9,3.034482759,1.827586207,1.533333333,2.633333333,4.535714286,2.9,1.766666667,3.244444444,2,.,1.6,1.566666667,3.766666667,1.633333333,166.5,223,208.5,83.5,1019,42,43.5,42.75,139.5,134,136.75,625,452,361,365,373.5,8.5,350,344.5,5.5,221.5,425.5,416.5,421,254,258.5,0.613346418,1.382743363,1.069544365,0.081943081,0.31261426,0.041952895,0.354268891,0.34077527,0.217369971,0.251472031,0.413150147,173,0.44357213,1.893321943
LF-239,L,F,27.06451613,31,1,0,0.096774194,0,0.677419355,0.225806452,0,0,1.64516129,2.166666667,3.806451613,2.266666667,1.967741935,2.774193548,4.833333333,2.774193548,1.806451613,3.177777778,2.233333333,.,1.709677419,2.032258065,3.612903226,2.096774194,160,250.5,252,101.5,1134.5,58.5,58.5,58.5,164,168,166,643.5,461.5,479.5,465,487.5,22.5,346.5,344,2.5,206.5,419.5,407.5,413.5,367.5,376,0.567210225,1.394366197,0.994047619,0.089466725,0.352409639,0.051564566,0.422653151,0.304319083,0.18201851,0.327677391,0.364477743,182,0.406787131,1.957279594
LF-240,L,F,43.17241379,29,1,0,0.034482759,0,0.655172414,0.068965517,0.103448276,0.137931034,2.068965517,2.034482759,3.142857143,2.068965517,2.137931034,2.724137931,4.310344828,2.206896552,1.931034483,2.755555556,3.034482759,.,1.827586207,2.068965517,3.75862069,2.034482759,175,218.5,252.5,100,1160,50.5,55,52.75,157,160.5,158.75,647.5,471,403,467,461,6,385.5,380,5.5,211.5,447.5,431,439.25,370,379,0.558189655,1.374734607,0.865346535,0.086206897,0.332283465,0.045474138,0.347413793,0.329956897,0.182327586,0.322844828,0.378663793,176.5,0.406034483,1.844245794
LF-241,L,F,29.85185185,27,1,0,0,0.111111111,0.37037037,0.518518519,0,0,1.962962963,2.592592593,4.481481481,1.925925926,1.666666667,3.444444444,5.296296296,2.62962963,1.814814815,3.577777778,2.481481481,.,1.62962963,2.037037037,3.962962963,3,164,226,285,127.5,1269,57,62.5,59.75,154.5,159,156.75,619,492.5,515.5,514.5,500.5,14,389,400.5,11.5,221.5,484,486,485,402,395,0.487785658,1.256852792,0.792982456,0.100472813,0.381180223,0.047084318,0.406225374,0.31107171,0.174546887,0.314026793,0.382190701,126.5,0.388100867,1.597813569
LF-242,L,F,23.22222222,27,1,0,0.074074074,0,0.666666667,0.259259259,0,0,1.777777778,2.037037037,4.461538462,3.230769231,1.740740741,2.259259259,5.185185185,2.185185185,1.444444444,3.533333333,2.481481481,.,1.407407407,1.333333333,3.692307692,1.555555556,165,204,252,96,1082.5,50.5,57,53.75,143,154,148.5,618,455,429,437,431,6,351.5,353.5,2,205.5,428.5,426.5,427.5,314,308,0.570900693,1.358241758,0.80952381,0.088683603,0.361952862,0.04965358,0.39630485,0.325635104,0.189838337,0.287297921,0.394919169,163,0.420323326,1.852234181
LF-243,L,F,24.73076923,26,1,0,0.076923077,0,0.307692308,0.423076923,0.038461538,0.153846154,1.653846154,2.076923077,4.769230769,2.52,2.115384615,2.615384615,5.384615385,2.769230769,1.56,2.311111111,2.230769231,.,1.384615385,2,3.346153846,2.384615385,169.5,202.5,229,109.5,1197,56.5,55,55.75,171.5,170.5,171,623,497,528,517.5,534.5,17,352,346.5,5.5,197,418.5,431,424.75,396.5,409,0.520467836,1.253521127,0.884279476,0.091478697,0.326023392,0.04657477,0.441102757,0.291771094,0.164578112,0.336466165,0.354845447,126,0.415204678,1.865266758
LF-244,L,F,24.61538462,26,1,0,0.192307692,0.038461538,0.5,0.192307692,0.076923077,0,1.653846154,2.038461538,3.538461538,2.884615385,1.923076923,2.230769231,4.6,2.08,1.884615385,3.622222222,2.653846154,.,1.346153846,1.423076923,3.461538462,2.192307692,149.5,229,244,110.5,1146,64,60,62,156,160.5,158.25,642,475,371.5,427.5,419.5,8,362,360.5,1.5,216.5,459,459,459,314,281.5,0.560209424,1.351578947,0.93852459,0.096422339,0.39178515,0.054101222,0.32417103,0.315226876,0.188917976,0.259816754,0.40052356,167,0.414485166,1.829640241
LF-245,L,F,32.79310345,29,0.965517241,0.034482759,0.034482759,0.034482759,0.689655172,0.24137931,0,0,1.586206897,1.931034483,3.892857143,1.931034483,1.793103448,2.172413793,4.862068966,3.586206897,1.862068966,3.266666667,2.137931034,.,1.965517241,1.931034483,3.75862069,1.965517241,157.5,248,248,110,1127,59.5,53.5,56.5,160,164,162,536.5,476,428,423,431,8,380.5,381.5,1,198.5,459.5,459,459.25,335.5,330,0.476042591,1.12710084,1,0.097604259,0.348765432,0.050133097,0.379769299,0.338065661,0.176131322,0.295252884,0.407497782,60.5,0.422360248,1.809938743
LF-246,L,F,30.88888889,27,1,0,0.037037037,0,0.592592593,0.074074074,0,0.296296296,2,1.851851852,3.269230769,1.555555556,2,2.518518519,4.851851852,2.962962963,1.777777778,2.644444444,1.851851852,.,1.962962963,2.307692308,3.185185185,2.653846154,167.5,204,291.5,124.5,1140,58.5,57,57.75,160,156,158,528.5,449,416.5,446,442.5,3.5,398,394.5,3.5,181,455,447.5,451.25,345,333,0.463596491,1.177060134,0.699828473,0.109210526,0.365506329,0.050657895,0.365350877,0.347587719,0.15877193,0.297368421,0.395833333,79.5,0.393859649,1.715130343
LF-247,L,F,29.40740741,28,1,0,0.035714286,0,0.285714286,0.071428571,0,0.607142857,1.642857143,2.321428571,2.607142857,1.75,1.785714286,3.285714286,3.37037037,1.928571429,2.857142857,1.955555556,2.071428571,.,1.666666667,2.071428571,3.142857143,1.928571429,173,209,243,113,1145,66,62.5,64.25,156.5,154.5,155.5,618,497,406,456.5,459.5,3,346.5,336,10.5,223,446,440.5,443.25,358.5,368,0.539737991,1.243460765,0.860082305,0.098689956,0.41318328,0.056113537,0.354585153,0.298034934,0.194759825,0.317248908,0.387117904,121,0.434061135,2.072091559
LF-248,L,F,31.95833333,24,1,0,0,0,0.208333333,0.083333333,0.041666667,0.666666667,2.130434783,2.125,3.5,1.458333333,2,2.652173913,4.708333333,1.666666667,2,2,3.416666667,.,1.416666667,1.5,3.208333333,1.75,162.5,208.5,257,78.5,1132.5,57.5,57,57.25,163.5,163,163.25,653.5,523,437,458.5,446,12.5,370,375,5,229.5,440,447,443.5,332.5,316,0.577041943,1.249521989,0.811284047,0.069315673,0.350689127,0.050551876,0.385871965,0.328918322,0.202649007,0.286313466,0.391611479,130.5,0.461810155,1.667812338
LF-249,L,F,28.51724138,29,1,0,0.068965517,0,0.551724138,0.137931034,0.068965517,0.172413793,1.586206897,1.285714286,5.24137931,2.172413793,1.482758621,2.206896552,5.896551724,3.862068966,1.214285714,2.755555556,1.75862069,.,1.379310345,1.517241379,4.310344828,2.137931034,165,230.5,294,131.5,1211,66.5,57.5,62,175,165,170,633.5,505.5,487,475,493,18,386.5,377,9.5,200,458.5,458,458.25,380,388.5,0.523121387,1.253214639,0.784013605,0.108587944,0.364705882,0.051197358,0.402146986,0.315235343,0.165152766,0.317299752,0.378406276,128,0.417423617,1.809635144
LF-250,L,F,28.7037037,26,1,0,0.115384615,0,0.5,0.307692308,0.038461538,0.038461538,2.111111111,2.807692308,3.444444444,1.962962963,2.444444444,2.888888889,4.740740741,1.851851852,1.961538462,2.911111111,2.653846154,.,1.888888889,2.555555556,2.703703704,2.592592593,162,236.5,252.5,128.5,1196,55.5,58.5,57,170.5,173.5,172,625.5,513,477,470,469,1,379.5,387.5,8,205.5,446.5,453.5,450,354,359,0.522993311,1.219298246,0.936633663,0.107441472,0.331395349,0.047658863,0.398829431,0.320652174,0.171822742,0.298076923,0.376254181,112.5,0.428929766,1.77496447
LF-251,L,F,29.85185185,27,1,0,0.074074074,0,0.703703704,0.148148148,0.074074074,0,1.37037037,1.37037037,3.074074074,1.962962963,1.259259259,1.666666667,4.814814815,3.037037037,1.185185185,3.6,1.481481481,.,1.481481481,1.222222222,3.62962963,1.444444444,143,247.5,280,132,1183.5,55,54.5,54.75,167,166,166.5,631.5,514,464,460,459.5,0.5,397,396,1,188,454,454.5,454.25,359.5,371,0.533586819,1.228599222,0.883928571,0.111533587,0.328828829,0.04626109,0.392057457,0.335023236,0.158850866,0.308618504,0.38381918,117.5,0.434305027,1.764928695
LF-252,L,F,28.22222222,27,0.962962963,0.037037037,0,0,0.851851852,0.074074074,0.037037037,0.037037037,1.888888889,1.666666667,3.148148148,1.888888889,1.666666667,2.777777778,4.37037037,2.777777778,2.259259259,3.355555556,2.222222222,.,1.703703704,2,3.148148148,1.777777778,155.5,280.5,245,149.5,1273,61.5,61.5,61.5,181.5,171.5,176.5,638,532.5,488.5,492.5,487.5,5,376.5,379.5,3,262,517,527.5,522.25,358.5,385.5,0.501178319,1.198122066,1.144897959,0.11743912,0.348441926,0.048311076,0.383739199,0.296936371,0.20581304,0.292223095,0.410251375,105.5,0.418303221,1.822285872
